team_number,team_id,file_name,trainer_name,trainer_class,master_or_normal,format,set_number,team_label,source_file,source_page_url,pokemon_count,pokemon_species
862,T00000862,T00000862_GentlemanGrady_NS4.txt,Grady,Gentleman,N,S,4,Single Battles Set 4: Team B,Gentleman.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Gentleman,4,"Sneasel, Hitmontop, Octillery, Wormadam"
863,T00000863,T00000863_GentlemanGrady_NS5.txt,Grady,Gentleman,N,S,5,Single Battles Set 5: Team A,Gentleman.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Gentleman,4,"Weezing, Charizard, Dugtrio, Feraligatr"
864,T00000864,T00000864_GentlemanJackie_NS4.txt,Jackie,Gentleman,N,S,4,Single Battles Set 4: Team A,Gentleman.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Gentleman,3,"Cloyster, Carnivine, Scyther"
865,T00000865,T00000865_GentlemanJackie_NS5.txt,Jackie,Gentleman,N,S,5,Single Battles Set 5: Team A,Gentleman.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Gentleman,3,"Rhydon, Glalie, Lanturn"
866,T00000866,T00000866_GentlemanJackie_NS4.txt,Jackie,Gentleman,N,S,4,Single Battles Set 4: Team A,Gentleman.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Gentleman,4,"Dusclops, Seadra, Torkoal, Gligar"
867,T00000867,T00000867_GentlemanJackie_NS5.txt,Jackie,Gentleman,N,S,5,Single Battles Set 5: Team A,Gentleman.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Gentleman,4,"Rhydon, Sandslash, Jynx, Cacturne"
868,T00000868,T00000868_GentlemanJerrell_MS1.txt,Jerrell,Gentleman,M,S,1,Master Class Single Battles: Team A,Gentleman.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Gentleman,3,"Porygon-Z, Hariyama, Registeel"
869,T00000869,T00000869_GentlemanJerrell_MS1.txt,Jerrell,Gentleman,M,S,1,Master Class Single Battles: Team B,Gentleman.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Gentleman,3,"Suicune, Machamp, Drifblim"
870,T00000870,T00000870_GentlemanJerrell_MS1.txt,Jerrell,Gentleman,M,S,1,Master Class Single Battles: Team C,Gentleman.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Gentleman,3,"Scizor, Lucario, Breloom"
871,T00000871,T00000871_GentlemanJerrell_MS1.txt,Jerrell,Gentleman,M,S,1,Master Class Single Battles: Team D,Gentleman.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Gentleman,3,"Scizor, Lucario, Venusaur"
872,T00000872,T00000872_GentlemanKennedy_MS1.txt,Kennedy,Gentleman,M,S,1,Master Class Single Battles: Team A,Gentleman.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Gentleman,3,"Blastoise, Flareon, Regice"
873,T00000873,T00000873_GentlemanKennedy_MS1.txt,Kennedy,Gentleman,M,S,1,Master Class Single Battles: Team B,Gentleman.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Gentleman,3,"Lopunny, Heracross, Weavile"
874,T00000874,T00000874_GentlemanKennedy_MS1.txt,Kennedy,Gentleman,M,S,1,Master Class Single Battles: Team C,Gentleman.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Gentleman,3,"Lanturn, Probopass, Heatran"
875,T00000875,T00000875_GentlemanKennedy_MS1.txt,Kennedy,Gentleman,M,S,1,Master Class Single Battles: Team D,Gentleman.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Gentleman,3,"Milotic, Tyranitar, Latios"
876,T00000876,T00000876_GuitaristArnold_NS1.txt,Arnold,Guitarist,N,S,1,Single Battles Set 1: Team A,Guitarist.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Guitarist,3,"Remoraid, Burmy, Drowzee"
877,T00000877,T00000877_GuitaristArnold_NS1.txt,Arnold,Guitarist,N,S,1,Single Battles Set 1: Team B,Guitarist.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Guitarist,3,"Duskull, Riolu, Psyduck"
878,T00000878,T00000878_GuitaristArnold_NS2.txt,Arnold,Guitarist,N,S,2,Single Battles Set 2: Team A,Guitarist.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Guitarist,3,"Kabuto, Volbeat, Kadabra"
879,T00000879,T00000879_GuitaristArnold_ND1.txt,Arnold,Guitarist,N,D,1,Double Battles Set 1: Team A,Guitarist.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Guitarist,4,"Charmander, Turtwig, Nuzleaf, Growlithe"
880,T00000880,T00000880_GuitaristArnold_ND1.txt,Arnold,Guitarist,N,D,1,Double Battles Set 1: Team B,Guitarist.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Guitarist,4,"Snubbull, Chimecho, Clamperl, Spoink"
881,T00000881,T00000881_GuitaristArnold_ND1.txt,Arnold,Guitarist,N,D,1,Double Battles Set 1: Team C,Guitarist.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Guitarist,4,"Gible, Chikorita, Nuzleaf, Seel"
882,T00000882,T00000882_GuitaristArnold_ND2.txt,Arnold,Guitarist,N,D,2,Double Battles Set 2: Team A,Guitarist.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Guitarist,4,"Sableye, Grimer, Murkrow, Snover"
883,T00000883,T00000883_GuitaristMarcel_NS1.txt,Marcel,Guitarist,N,S,1,Single Battles Set 1: Team A,Guitarist.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Guitarist,3,"Kricketot, Treecko, Rhyhorn"
884,T00000884,T00000884_GuitaristMarcel_NS1.txt,Marcel,Guitarist,N,S,1,Single Battles Set 1: Team B,Guitarist.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Guitarist,3,"Sandshrew, Bronzor, Natu"
885,T00000885,T00000885_GuitaristMarcel_NS1.txt,Marcel,Guitarist,N,S,1,Single Battles Set 1: Team C,Guitarist.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Guitarist,3,"Duskull, Corphish, Krabby"
886,T00000886,T00000886_GuitaristMarcel_NS2.txt,Marcel,Guitarist,N,S,2,Single Battles Set 2: Team A,Guitarist.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Guitarist,3,"Luxio, Volbeat, Kabuto"
887,T00000887,T00000887_GuitaristMarcel_ND1.txt,Marcel,Guitarist,N,D,1,Double Battles Set 1: Team A,Guitarist.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Guitarist,4,"Happiny, Chimecho, Spoink, Voltorb"
888,T00000888,T00000888_GuitaristMarcel_ND1.txt,Marcel,Guitarist,N,D,1,Double Battles Set 1: Team B,Guitarist.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Guitarist,4,"Machop, Starly, Pidgeotto, Voltorb"
889,T00000889,T00000889_GuitaristMarcel_ND1.txt,Marcel,Guitarist,N,D,1,Double Battles Set 1: Team C,Guitarist.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Guitarist,4,"Gible, Duskull, Chinchou, Krabby"
890,T00000890,T00000890_GuitaristMarcel_ND2.txt,Marcel,Guitarist,N,D,2,Double Battles Set 2: Team A,Guitarist.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Guitarist,4,"Bulbasaur, Carvanha, Clamperl, Drowzee"
891,T00000891,T00000891_GuitaristIrvin_NS1.txt,Irvin,Guitarist,N,S,1,Single Battles Set 1: Team A,Guitarist.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Guitarist,3,"Bulbasaur, Croagunk, Drifloon"
892,T00000892,T00000892_GuitaristIrvin_NS1.txt,Irvin,Guitarist,N,S,1,Single Battles Set 1: Team B,Guitarist.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Guitarist,3,"Starly, Machop, Pidgeotto"
893,T00000893,T00000893_GuitaristIrvin_NS1.txt,Irvin,Guitarist,N,S,1,Single Battles Set 1: Team C,Guitarist.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Guitarist,3,"Geodude, Doduo, Grimer"
894,T00000894,T00000894_GuitaristIrvin_NS2.txt,Irvin,Guitarist,N,S,2,Single Battles Set 2: Team A,Guitarist.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Guitarist,3,"Azumarill, Yanma, Sableye"
895,T00000895,T00000895_GuitaristIrvin_ND1.txt,Irvin,Guitarist,N,D,1,Double Battles Set 1: Team A,Guitarist.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Guitarist,4,"Charmander, Larvitar, Houndour, Stunky"
896,T00000896,T00000896_GuitaristIrvin_ND1.txt,Irvin,Guitarist,N,D,1,Double Battles Set 1: Team B,Guitarist.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Guitarist,4,"Totodile, Venonat, Grimer, Farfetch'd"
897,T00000897,T00000897_GuitaristIrvin_ND1.txt,Irvin,Guitarist,N,D,1,Double Battles Set 1: Team C,Guitarist.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Guitarist,4,"Sandshrew, Happiny, Nuzleaf, Chinchou"
898,T00000898,T00000898_GuitaristIrvin_ND2.txt,Irvin,Guitarist,N,D,2,Double Battles Set 2: Team A,Guitarist.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Guitarist,4,"Aipom, Haunter, Kadabra, Luxio"
899,T00000899,T00000899_GuitaristHerbert_NS3.txt,Herbert,Guitarist,N,S,3,Single Battles Set 3: Team A,Guitarist.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Guitarist,3,"Quilava, Monferno, Gabite"
900,T00000900,T00000900_GuitaristHerbert_NS3.txt,Herbert,Guitarist,N,S,3,Single Battles Set 3: Team B,Guitarist.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Guitarist,3,"Bibarel, Graveler, Tangela"
901,T00000901,T00000901_GuitaristHerbert_NS4.txt,Herbert,Guitarist,N,S,4,Single Battles Set 4: Team A,Guitarist.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Guitarist,3,"Clefable, Hitmonlee, Gorebyss"
902,T00000902,T00000902_GuitaristHerbert_NS4.txt,Herbert,Guitarist,N,S,4,Single Battles Set 4: Team B,Guitarist.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Guitarist,3,"Bellossom, Banette, Ninjask"
903,T00000903,T00000903_GuitaristHerbert_NS4.txt,Herbert,Guitarist,N,S,4,Single Battles Set 4: Team C,Guitarist.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Guitarist,3,"Grumpig, Zangoose, Tropius"
904,T00000904,T00000904_GuitaristHerbert_ND3.txt,Herbert,Guitarist,N,D,3,Double Battles Set 3: Team A,Guitarist.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Guitarist,4,"Arbok, Sneasel, Seadra, Croconaw"
905,T00000905,T00000905_GuitaristHerbert_ND3.txt,Herbert,Guitarist,N,D,3,Double Battles Set 3: Team B,Guitarist.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Guitarist,4,"Seadra, Anorith, Shelgon, Murkrow"
906,T00000906,T00000906_GuitaristHerbert_ND4.txt,Herbert,Guitarist,N,D,4,Double Battles Set 4: Team A,Guitarist.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Guitarist,4,"Sandslash, Arbok, Seviper, Fearow"
907,T00000907,T00000907_GuitaristJimmie_NS3.txt,Jimmie,Guitarist,N,S,3,Single Battles Set 3: Team A,Guitarist.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Guitarist,3,"Tangela, Dragonair, Misdreavus"
908,T00000908,T00000908_GuitaristJimmie_NS3.txt,Jimmie,Guitarist,N,S,3,Single Battles Set 3: Team B,Guitarist.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Guitarist,3,"Charmeleon, Mightyena, Swellow"
909,T00000909,T00000909_GuitaristJimmie_NS4.txt,Jimmie,Guitarist,N,S,4,Single Battles Set 4: Team A,Guitarist.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Guitarist,3,"Fearow, Kabutops, Primeape"
910,T00000910,T00000910_GuitaristJimmie_NS4.txt,Jimmie,Guitarist,N,S,4,Single Battles Set 4: Team B,Guitarist.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Guitarist,3,"Metang, Primeape, Pidgeot"
911,T00000911,T00000911_GuitaristJimmie_ND3.txt,Jimmie,Guitarist,N,D,3,Double Battles Set 3: Team A,Guitarist.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Guitarist,4,"Gabite, Pachirisu, Kecleon, Azumarill"
912,T00000912,T00000912_GuitaristJimmie_ND3.txt,Jimmie,Guitarist,N,D,3,Double Battles Set 3: Team B,Guitarist.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Guitarist,4,"Onix, Lairon, Dragonair, Kadabra"
913,T00000913,T00000913_GuitaristJimmie_ND4.txt,Jimmie,Guitarist,N,D,4,Double Battles Set 4: Team A,Guitarist.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Guitarist,4,"Kingler, Masquerain, Grumpig, Dodrio"
914,T00000914,T00000914_GuitaristMarkell_NS6.txt,Markell,Guitarist,N,S,6,Single Battles Set 6: Team A,Guitarist.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Guitarist,3,"Skuntank, Bastiodon, Ursaring"
915,T00000915,T00000915_GuitaristMarkell_NS7.txt,Markell,Guitarist,N,S,7,Single Battles Set 7: Team A,Guitarist.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Guitarist,3,"Feraligatr, Tyranitar, Jolteon"
916,T00000916,T00000916_GuitaristMarkell_ND6.txt,Markell,Guitarist,N,D,6,Double Battles Set 6: Team A,Guitarist.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Guitarist,4,"Cradily, Shiftry, Armaldo, Manectric"
917,T00000917,T00000917_GuitaristMarkell_ND7.txt,Markell,Guitarist,N,D,7,Double Battles Set 7: Team A,Guitarist.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Guitarist,4,"Gyarados, Rhydon, Magmortar, Tyranitar"
918,T00000918,T00000918_GuitaristMarquez_NS6.txt,Marquez,Guitarist,N,S,6,Single Battles Set 6: Team A,Guitarist.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Guitarist,3,"Miltank, Politoed, Exeggutor"
919,T00000919,T00000919_GuitaristMarquez_NS6.txt,Marquez,Guitarist,N,S,6,Single Battles Set 6: Team B,Guitarist.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Guitarist,3,"Luxray, Gliscor, Poliwrath"
920,T00000920,T00000920_GuitaristMarquez_NS7.txt,Marquez,Guitarist,N,S,7,Single Battles Set 7: Team A,Guitarist.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Guitarist,3,"Snorlax, Espeon, Porygon-Z"
921,T00000921,T00000921_GuitaristMarquez_ND6.txt,Marquez,Guitarist,N,D,6,Double Battles Set 6: Team A,Guitarist.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Guitarist,4,"Ampharos, Drapion, Nidoking, Weavile"
922,T00000922,T00000922_GuitaristMarquez_ND7.txt,Marquez,Guitarist,N,D,7,Double Battles Set 7: Team A,Guitarist.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Guitarist,4,"Hippowdon, Pinsir, Gyarados, Alakazam"
923,T00000923,T00000923_GuitaristTayler_NS6.txt,Tayler,Guitarist,N,S,6,Single Battles Set 6: Team A,Guitarist.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Guitarist,3,"Claydol, Ninetales, Gallade"
924,T00000924,T00000924_GuitaristTayler_NS6.txt,Tayler,Guitarist,N,S,6,Single Battles Set 6: Team B,Guitarist.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Guitarist,3,"Ampharos, Staraptor, Marowak"
925,T00000925,T00000925_GuitaristTayler_NS7.txt,Tayler,Guitarist,N,S,7,Single Battles Set 7: Team A,Guitarist.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Guitarist,3,"Togekiss, Swampert, Blissey"
926,T00000926,T00000926_GuitaristTayler_ND6.txt,Tayler,Guitarist,N,D,6,Double Battles Set 6: Team A,Guitarist.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Guitarist,4,"Miltank, Weezing, Ampharos, Heracross"
927,T00000927,T00000927_GuitaristTayler_ND6.txt,Tayler,Guitarist,N,D,6,Double Battles Set 6: Team B,Guitarist.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Guitarist,4,"Houndoom, Infernape, Ampharos, Gardevoir"
928,T00000928,T00000928_GuitaristTayler_ND7.txt,Tayler,Guitarist,N,D,7,Double Battles Set 7: Team A,Guitarist.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Guitarist,4,"Marowak, Charizard, Infernape, Vaporeon"
929,T00000929,T00000929_GuitaristTory_NS6.txt,Tory,Guitarist,N,S,6,Single Battles Set 6: Team A,Guitarist.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Guitarist,3,"Altaria, Muk, Floatzel"
930,T00000930,T00000930_GuitaristTory_NS6.txt,Tory,Guitarist,N,S,6,Single Battles Set 6: Team B,Guitarist.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Guitarist,3,"Gallade, Pinsir, Charizard"
931,T00000931,T00000931_GuitaristTory_NS7.txt,Tory,Guitarist,N,S,7,Single Battles Set 7: Team A,Guitarist.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Guitarist,3,"Lapras, Charizard, Blissey"
932,T00000932,T00000932_GuitaristTory_ND6.txt,Tory,Guitarist,N,D,6,Double Battles Set 6: Team A,Guitarist.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Guitarist,4,"Aerodactyl, Floatzel, Shuckle, Starmie"
933,T00000933,T00000933_GuitaristTory_ND6.txt,Tory,Guitarist,N,D,6,Double Battles Set 6: Team B,Guitarist.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Guitarist,4,"Poliwrath, Machamp, Donphan, Scizor"
934,T00000934,T00000934_GuitaristTory_ND7.txt,Tory,Guitarist,N,D,7,Double Battles Set 7: Team A,Guitarist.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Guitarist,4,"Sceptile, Feraligatr, Blastoise, Rhyperior"
935,T00000935,T00000935_GuitaristTyrell_MS1.txt,Tyrell,Guitarist,M,S,1,Master Class Single Battles: Team A,Guitarist.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Guitarist,3,"Espeon, Cresselia, Froslass"
936,T00000936,T00000936_GuitaristTyrell_MS1.txt,Tyrell,Guitarist,M,S,1,Master Class Single Battles: Team B,Guitarist.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Guitarist,3,"Bastiodon, Gyarados, Miltank"
937,T00000937,T00000937_GuitaristTyrell_MS1.txt,Tyrell,Guitarist,M,S,1,Master Class Single Battles: Team C,Guitarist.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Guitarist,3,"Mamoswine, Miltank, Entei"
938,T00000938,T00000938_GuitaristTyrell_MS1.txt,Tyrell,Guitarist,M,S,1,Master Class Single Battles: Team D,Guitarist.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Guitarist,3,"Mamoswine, Scizor, Entei"
939,T00000939,T00000939_GuitaristDalvin_MS1.txt,Dalvin,Guitarist,M,S,1,Master Class Single Battles: Team A,Guitarist.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Guitarist,3,"Kangaskhan, Heracross, Gallade"
940,T00000940,T00000940_GuitaristDalvin_MS1.txt,Dalvin,Guitarist,M,S,1,Master Class Single Battles: Team B,Guitarist.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Guitarist,3,"Pinsir, Mr. Mime, Skuntank"
941,T00000941,T00000941_GuitaristDalvin_MS1.txt,Dalvin,Guitarist,M,S,1,Master Class Single Battles: Team C,Guitarist.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Guitarist,3,"Lickilicky, Flygon, Zapdos"
942,T00000942,T00000942_GuitaristDalvin_MS1.txt,Dalvin,Guitarist,M,S,1,Master Class Single Battles: Team D,Guitarist.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Guitarist,3,"Lickilicky, Flygon, Zapdos"
